,airline,duration,total_stops,price,date_of_journey,depature_time,sources,arrival_time,desinations
1498,Go First,2h 15m,Non Stop,"2,456",27-12-2021,02:40,New Delhi,04:55,Mumbai
1499,SpiceJet,2h 15m,Non Stop,"2,456",27-12-2021,07:20,New Delhi,09:35,Mumbai
1500,SpiceJet,2h 15m,Non Stop,"2,456",27-12-2021,18:50,New Delhi,21:05,Mumbai
1501,Go First,2h 15m,Non Stop,"2,456",27-12-2021,19:40,New Delhi,21:55,Mumbai
1502,Go First,2h 15m,Non Stop,"2,456",27-12-2021,21:00,New Delhi,23:15,Mumbai
1503,SpiceJet,2h 20m,Non Stop,"2,456",27-12-2021,19:45,New Delhi,22:05,Mumbai
1504,Air India,2h 05m,Non Stop,"2,476",27-12-2021,07:00,New Delhi,09:05,Mumbai
1505,Air India,2h 10m,Non Stop,"2,476",27-12-2021,08:00,New Delhi,10:10,Mumbai
1506,Air India,2h 15m,Non Stop,"2,476",27-12-2021,09:00,New Delhi,11:15,Mumbai
1507,Air India,3h 45m,1 Stop,"2,476",27-12-2021,17:50,New Delhi,21:35,Mumbai
1508,Vistara,2h 10m,Non Stop,"2,556",27-12-2021,20:40,New Delhi,22:50,Mumbai
1509,Vistara,2h 10m,Non Stop,"2,556",27-12-2021,21:40,New Delhi,23:50,Mumbai
1510,Air Asia,2h 15m,Non Stop,"2,757",27-12-2021,20:00,New Delhi,22:15,Mumbai
1511,Go First,2h 15m,Non Stop,"2,790",27-12-2021,14:20,New Delhi,16:35,Mumbai
1512,Go First,2h 20m,Non Stop,"2,790",27-12-2021,10:30,New Delhi,12:50,Mumbai
1513,Go First,2h 30m,Non Stop,"2,790",27-12-2021,15:00,New Delhi,17:30,Mumbai
1514,Air India,2h 10m,Non Stop,"2,791",27-12-2021,10:40,New Delhi,12:50,Mumbai
1515,Air India,2h 10m,Non Stop,"2,791",27-12-2021,20:00,New Delhi,22:10,Mumbai
1516,Air India,2h 15m,Non Stop,"2,791",27-12-2021,19:00,New Delhi,21:15,Mumbai
1517,IndiGo,2h 10m,Non Stop,"3,001",27-12-2021,02:30,New Delhi,04:40,Mumbai
1518,IndiGo,2h 15m,Non Stop,"3,001",27-12-2021,12:00,New Delhi,14:15,Mumbai
1519,IndiGo,2h 15m,Non Stop,"3,001",27-12-2021,15:45,New Delhi,18:00,Mumbai
1520,IndiGo,2h 15m,Non Stop,"3,001",27-12-2021,16:45,New Delhi,19:00,Mumbai
1521,IndiGo,2h 15m,Non Stop,"3,001",27-12-2021,17:45,New Delhi,20:00,Mumbai
1522,IndiGo,2h 15m,Non Stop,"3,001",27-12-2021,19:40,New Delhi,21:55,Mumbai
1523,IndiGo,2h 20m,Non Stop,"3,001",27-12-2021,05:30,New Delhi,07:50,Mumbai
1524,IndiGo,2h 20m,Non Stop,"3,001",27-12-2021,06:30,New Delhi,08:50,Mumbai
1525,IndiGo,2h 20m,Non Stop,"3,001",27-12-2021,07:15,New Delhi,09:35,Mumbai
1526,IndiGo,2h 20m,Non Stop,"3,001",27-12-2021,20:30,New Delhi,22:50,Mumbai
1527,IndiGo,2h 20m,Non Stop,"3,001",27-12-2021,21:55,New Delhi,00:15,"+ 1 day
Mumbai"
1528,IndiGo,2h 25m,Non Stop,"3,001",27-12-2021,08:00,New Delhi,10:25,Mumbai
1529,IndiGo,2h 25m,Non Stop,"3,001",27-12-2021,08:45,New Delhi,11:10,Mumbai
1530,IndiGo,2h 25m,Non Stop,"3,001",27-12-2021,09:30,New Delhi,11:55,Mumbai
1531,IndiGo,2h 25m,Non Stop,"3,001",27-12-2021,10:30,New Delhi,12:55,Mumbai
1532,Vistara,2h 10m,Non Stop,"3,081",27-12-2021,09:30,New Delhi,11:40,Mumbai
1533,Vistara,2h 10m,Non Stop,"3,081",27-12-2021,15:30,New Delhi,17:40,Mumbai
1534,Vistara,2h 10m,Non Stop,"3,081",27-12-2021,16:55,New Delhi,19:05,Mumbai
1535,Vistara,2h 15m,Non Stop,"3,081",27-12-2021,10:20,New Delhi,12:35,Mumbai
1536,Vistara,2h 20m,Non Stop,"3,081",27-12-2021,11:40,New Delhi,14:00,Mumbai
1537,Go First,2h 30m,Non Stop,"3,088",27-12-2021,17:55,New Delhi,20:25,Mumbai
1538,Vistara,2h 10m,Non Stop,"3,291",27-12-2021,19:50,New Delhi,22:00,Mumbai
1539,Vistara,2h 10m,Non Stop,"3,606",27-12-2021,12:50,New Delhi,15:00,Mumbai
1540,Vistara,2h 20m,Non Stop,"3,606",27-12-2021,08:50,New Delhi,11:10,Mumbai
1541,Vistara,2h 20m,Non Stop,"3,816",27-12-2021,17:45,New Delhi,20:05,Mumbai
1542,Vistara,2h 20m,Non Stop,"3,816",27-12-2021,18:55,New Delhi,21:15,Mumbai
1543,Air India,26h 45m,1 Stop,"3,831",27-12-2021,21:10,New Delhi,23:55,"+ 1 day
Mumbai"
1544,Air India,20h 50m,1 Stop,"3,984",27-12-2021,19:00,New Delhi,15:50,"+ 1 day
Mumbai"
1545,Air India,13h 45m,1 Stop,"4,161",27-12-2021,20:00,New Delhi,09:45,"+ 1 day
Mumbai"
1546,Air India,25h 05m,1 Stop,"4,161",27-12-2021,08:40,New Delhi,09:45,"+ 1 day
Mumbai"
1547,Air India,20h 25m,1 Stop,"4,170",27-12-2021,20:40,New Delhi,17:05,"+ 1 day
Mumbai"
1548,SpiceJet,4h 50m,1 Stop,"4,191",27-12-2021,19:00,New Delhi,23:50,Mumbai
1549,SpiceJet,15h 35m,1 Stop,"4,191",27-12-2021,19:00,New Delhi,10:35,"+ 1 day
Mumbai"
1550,Go First,4h 40m,1 Stop,"4,192",27-12-2021,06:00,New Delhi,10:40,Mumbai
1551,Go First,6h 20m,1 Stop,"4,192",27-12-2021,19:40,New Delhi,02:00,"+ 1 day
Mumbai"
1552,Air India,15h 45m,1 Stop,"4,251",27-12-2021,08:10,New Delhi,23:55,Mumbai
1553,Air India,24h 55m,1 Stop,"4,307",27-12-2021,20:20,New Delhi,21:15,"+ 1 day
Mumbai"
1554,Vistara,4h 25m,1 Stop,"4,383",27-12-2021,17:10,New Delhi,21:35,Mumbai
1555,Vistara,7h 55m,1 Stop,"4,383",27-12-2021,13:40,New Delhi,21:35,Mumbai
1556,Go First,5h 55m,1 Stop,"4,441",27-12-2021,15:30,New Delhi,21:25,Mumbai
1557,Vistara,7h 10m,1 Stop,"4,510",27-12-2021,07:20,New Delhi,14:30,Mumbai
1558,Vistara,13h 05m,1 Stop,"4,510",27-12-2021,19:55,New Delhi,09:00,"+ 1 day
Mumbai"
1559,Vistara,15h 15m,1 Stop,"4,510",27-12-2021,07:20,New Delhi,22:35,Mumbai
1560,Vistara,15h 45m,1 Stop,"4,510",27-12-2021,19:55,New Delhi,11:40,"+ 1 day
Mumbai"
1561,Vistara,18h 35m,1 Stop,"4,510",27-12-2021,19:55,New Delhi,14:30,"+ 1 day
Mumbai"
1562,Air India,14h 10m,1 Stop,"4,748",27-12-2021,09:45,New Delhi,23:55,Mumbai
1563,Air India,17h 05m,1 Stop,"4,811",27-12-2021,06:00,New Delhi,23:05,Mumbai
1564,Air India,7h 20m,1 Stop,"4,853",27-12-2021,09:45,New Delhi,17:05,Mumbai
1565,Air India,11h 00m,1 Stop,"4,853",27-12-2021,06:05,New Delhi,17:05,Mumbai
1566,Vistara,15h 35m,1 Stop,"4,930",27-12-2021,17:25,New Delhi,09:00,"+ 1 day
Mumbai"
1567,Vistara,18h 15m,1 Stop,"4,930",27-12-2021,17:25,New Delhi,11:40,"+ 1 day
Mumbai"
1568,Vistara,21h 05m,1 Stop,"4,930",27-12-2021,17:25,New Delhi,14:30,"+ 1 day
Mumbai"
1569,Vistara,5h 20m,1 Stop,"5,005",27-12-2021,17:40,New Delhi,23:00,Mumbai
1570,Vistara,8h 15m,1 Stop,"5,005",27-12-2021,14:45,New Delhi,23:00,Mumbai
1571,Vistara,13h 20m,1 Stop,"5,005",27-12-2021,20:35,New Delhi,09:55,"+ 1 day
Mumbai"
1572,Vistara,15h 55m,1 Stop,"5,005",27-12-2021,07:05,New Delhi,23:00,Mumbai
1573,Vistara,16h 15m,1 Stop,"5,005",27-12-2021,17:40,New Delhi,09:55,"+ 1 day
Mumbai"
1574,Vistara,19h 10m,1 Stop,"5,005",27-12-2021,14:45,New Delhi,09:55,"+ 1 day
Mumbai"
1575,Go First,6h 55m,1 Stop,"5,012",27-12-2021,09:00,New Delhi,15:55,Mumbai
1576,Air India,9h 45m,1 Stop,"5,031",27-12-2021,06:05,New Delhi,15:50,Mumbai
1577,SpiceJet,6h 00m,1 Stop,"5,189",27-12-2021,11:20,New Delhi,17:20,Mumbai
1578,Air India,6h 20m,1 Stop,"5,231",27-12-2021,07:05,New Delhi,13:25,Mumbai
1579,Air India,18h 55m,1 Stop,"5,231",27-12-2021,18:30,New Delhi,13:25,"+ 1 day
Mumbai"
1580,SpiceJet,21h 50m,1 Stop,"5,241",27-12-2021,15:00,New Delhi,12:50,"+ 1 day
Mumbai"
1581,Vistara,5h 00m,1 Stop,"5,336",27-12-2021,13:20,New Delhi,18:20,Mumbai
1582,Go First,8h 00m,1 Stop,"5,584",27-12-2021,09:00,New Delhi,17:00,Mumbai
1583,Air India,5h 25m,1 Stop,"5,651",27-12-2021,10:15,New Delhi,15:40,Mumbai
1584,Vistara,22h 15m,1 Stop,"5,690",27-12-2021,17:10,New Delhi,15:25,"+ 1 day
Mumbai"
1585,Vistara,25h 45m,1 Stop,"5,690",27-12-2021,13:40,New Delhi,15:25,"+ 1 day
Mumbai"
1586,Air India,11h 00m,2 Stop(s),"5,852",27-12-2021,05:25,New Delhi,16:25,Mumbai
1587,Air Asia,9h 20m,1 Stop,"5,868",27-12-2021,21:25,New Delhi,06:45,"+ 1 day
Mumbai"
1588,Air Asia,9h 50m,1 Stop,"5,868",27-12-2021,21:25,New Delhi,07:15,"+ 1 day
Mumbai"
1589,Air Asia,10h 00m,1 Stop,"5,868",27-12-2021,20:45,New Delhi,06:45,"+ 1 day
Mumbai"
1590,Air Asia,10h 30m,1 Stop,"5,868",27-12-2021,20:45,New Delhi,07:15,"+ 1 day
Mumbai"
1591,Air Asia,12h 10m,1 Stop,"5,868",27-12-2021,18:35,New Delhi,06:45,"+ 1 day
Mumbai"
1592,Air Asia,12h 40m,1 Stop,"5,868",27-12-2021,18:35,New Delhi,07:15,"+ 1 day
Mumbai"
1593,IndiGo,4h 25m,1 Stop,"5,903",27-12-2021,13:55,New Delhi,18:20,Mumbai
1594,IndiGo,10h 30m,1 Stop,"5,903",27-12-2021,05:00,New Delhi,15:30,Mumbai
1595,Air India,6h 10m,1 Stop,"5,927",27-12-2021,10:35,New Delhi,16:45,Mumbai
1596,IndiGo,4h 35m,1 Stop,"5,942",27-12-2021,06:40,New Delhi,11:15,Mumbai
1597,IndiGo,8h 20m,1 Stop,"5,942",27-12-2021,13:45,New Delhi,22:05,Mumbai
1598,IndiGo,11h 00m,1 Stop,"5,942",27-12-2021,06:40,New Delhi,17:40,Mumbai
1599,Go First,7h 05m,1 Stop,"6,054",27-12-2021,09:10,New Delhi,16:15,Mumbai
1600,Air India,23h 40m,2 Stop(s),"6,125",27-12-2021,16:45,New Delhi,16:25,"+ 1 day
Mumbai"
1601,IndiGo,4h 40m,1 Stop,"6,352",27-12-2021,06:25,New Delhi,11:05,Mumbai
1602,IndiGo,5h 45m,1 Stop,"6,352",27-12-2021,05:20,New Delhi,11:05,Mumbai
1603,IndiGo,7h 45m,1 Stop,"6,352",27-12-2021,23:25,New Delhi,07:10,"+ 1 day
Mumbai"
1604,IndiGo,8h 10m,1 Stop,"6,352",27-12-2021,13:45,New Delhi,21:55,Mumbai
1605,IndiGo,9h 10m,1 Stop,"6,352",27-12-2021,23:25,New Delhi,08:35,"+ 1 day
Mumbai"
1606,IndiGo,9h 50m,1 Stop,"6,352",27-12-2021,21:20,New Delhi,07:10,"+ 1 day
Mumbai"
1607,IndiGo,10h 55m,1 Stop,"6,352",27-12-2021,20:15,New Delhi,07:10,"+ 1 day
Mumbai"
1608,SpiceJet,15h 55m,1 Stop,"6,401",27-12-2021,15:10,New Delhi,07:05,"+ 1 day
Mumbai"
1609,SpiceJet,19h 30m,1 Stop,"6,404",27-12-2021,16:50,New Delhi,12:20,"+ 1 day
Mumbai"
1610,Go First,5h 30m,1 Stop,"6,514",27-12-2021,11:30,New Delhi,17:00,Mumbai
1611,Go First,6h 15m,1 Stop,"6,514",27-12-2021,10:45,New Delhi,17:00,Mumbai
1612,IndiGo,6h 35m,1 Stop,"6,690",27-12-2021,22:10,New Delhi,04:45,"+ 1 day
Mumbai"
1613,Air India,16h 30m,1 Stop,"6,724",27-12-2021,21:15,New Delhi,13:45,"+ 1 day
Mumbai"
1614,IndiGo,6h 10m,1 Stop,"7,005",27-12-2021,13:45,New Delhi,19:55,Mumbai
1615,Air India,26h 35m,1 Stop,"7,083",27-12-2021,22:00,New Delhi,00:35,"+ 2 days
Mumbai"
1616,Air India,24h 25m,1 Stop,"7,408",27-12-2021,22:00,New Delhi,22:25,"+ 1 day
Mumbai"
1617,IndiGo,10h 35m,1 Stop,"7,478",27-12-2021,12:30,New Delhi,23:05,Mumbai
1618,Air India,10h 45m,1 Stop,"7,503",27-12-2021,22:00,New Delhi,08:45,"+ 1 day
Mumbai"
1619,Air Asia,6h 25m,1 Stop,"7,824",27-12-2021,20:00,New Delhi,02:25,"+ 1 day
Mumbai"
1620,Air Asia,11h 40m,1 Stop,"7,824",27-12-2021,20:00,New Delhi,07:40,"+ 1 day
Mumbai"
1621,Air India,18h 35m,1 Stop,"8,343",27-12-2021,22:00,New Delhi,16:35,"+ 1 day
Mumbai"
1622,SpiceJet,11h 10m,1 Stop,"9,542",27-12-2021,19:30,New Delhi,06:40,"+ 1 day
Mumbai"
1623,SpiceJet,14h 20m,1 Stop,"9,542",27-12-2021,16:20,New Delhi,06:40,"+ 1 day
Mumbai"
1624,SpiceJet,23h 20m,1 Stop,"9,542",27-12-2021,19:30,New Delhi,18:50,"+ 1 day
Mumbai"
1625,SpiceJet,18h 40m,1 Stop,"10,276",27-12-2021,12:00,New Delhi,06:40,"+ 1 day
Mumbai"
1626,SpiceJet,19h 15m,1 Stop,"10,382",27-12-2021,19:30,New Delhi,14:45,"+ 1 day
Mumbai"
1627,SpiceJet,22h 25m,1 Stop,"10,382",27-12-2021,16:20,New Delhi,14:45,"+ 1 day
Mumbai"
1628,IndiGo,7h 10m,1 Stop,"10,554",27-12-2021,13:20,New Delhi,20:30,Mumbai
1629,SpiceJet,6h 50m,1 Stop,"10,696",27-12-2021,12:00,New Delhi,18:50,Mumbai
1630,SpiceJet,6h 15m,1 Stop,"10,917",27-12-2021,06:25,New Delhi,12:40,Mumbai
1631,SpiceJet,19h 35m,1 Stop,"10,917",27-12-2021,17:05,New Delhi,12:40,"+ 1 day
Mumbai"
1632,Air India,3h 10m,1 Stop,"11,310",27-12-2021,15:05,New Delhi,18:15,Mumbai
1633,Air Asia,13h 45m,1 Stop,"14,675",27-12-2021,12:40,New Delhi,02:25,"+ 1 day
Mumbai"
1634,Go First,8h 55m,1 Stop,"14,794",27-12-2021,10:45,New Delhi,19:40,Mumbai
1635,Go First,6h 20m,1 Stop,"15,078",27-12-2021,11:50,New Delhi,18:10,Mumbai
1636,Go First,8h 55m,1 Stop,"15,078",27-12-2021,09:15,New Delhi,18:10,Mumbai
1637,Go First,7h 35m,1 Stop,"15,186",27-12-2021,10:45,New Delhi,18:20,Mumbai
1638,Go First,5h 55m,1 Stop,"15,424",27-12-2021,08:40,New Delhi,14:35,Mumbai
1639,Air Asia,14h 15m,1 Stop,"16,313",27-12-2021,12:10,New Delhi,02:25,"+ 1 day
Mumbai"
1640,Air India,13h 40m,1 Stop,"17,127",27-12-2021,10:55,New Delhi,00:35,"+ 1 day
Mumbai"
1641,Air India,21h 50m,1 Stop,"17,127",27-12-2021,10:55,New Delhi,08:45,"+ 1 day
Mumbai"
1642,Air India,5h 40m,1 Stop,"18,282",27-12-2021,10:55,New Delhi,16:35,Mumbai
1643,Air India,11h 30m,1 Stop,"19,343",27-12-2021,10:55,New Delhi,22:25,Mumbai
